gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,id_student,address,Year,Age
female,group C,some high school,free/reduced,none,34,23,45,1672,,2023,16.0
female,group B,associate's degree,free/reduced,none,53,70,69,1673,,2023,
male,group B,master's degree,standard,none,63,56,60,1674,,2023,17.0
male,group C,associate's degree,standard,none,75,69,65,1675,,2023,
male,group E,associate's degree,free/reduced,none,63,61,62,1676,,2023,17.0
female,group C,high school,standard,none,70,72,75,1677,,2023,16.0
female,group C,some college,standard,none,61,73,70,1678,,2023,14.0
male,group C,associate's degree,standard,none,74,61,59,1679,,2023,14.0
male,group D,associate's degree,free/reduced,none,57,49,48,1680,,2023,16.0
male,group C,some high school,free/reduced,completed,41,52,47,1681,,2023,16.0
male,group D,some high school,standard,none,87,40,76,1682,,2023,14.0
male,group C,high school,free/reduced,none,69,71,62,1683,,2023,15.0
male,group C,associate's degree,free/reduced,none,69,77,70,1684,,2023,17.0
male,group D,high school,standard,completed,58,56,56,1685,,2023,15.0
female,group B,some college,free/reduced,completed,47,69,62,1686,,2023,16.0
male,group D,associate's degree,standard,completed,78,69,71,1687,,2023,16.0
female,group B,some college,free/reduced,completed,54,61,71,1688,,2023,17.0
male,group C,some college,free/reduced,none,36,27,26,1689,,2023,14.0
male,group B,bachelor's degree,standard,completed,94,92,100,1690,,2023,14.0
female,group D,associate's degree,free/reduced,none,68,84,80,1691,,2023,17.0
female,group E,high school,standard,none,90,88,100,1692,,2023,17.0
male,group A,some college,standard,none,57,57,53,1693,,2023,
male,group D,some college,standard,completed,96,95,100,1694,,2023,14.0
male,group B,some high school,standard,completed,68,63,62,1695,,2023,15.0
female,group C,some high school,standard,completed,52,64,63,1696,,2023,17.0
male,group E,associate's degree,standard,none,90,76,73,1697,,2023,15.0
male,group C,some college,free/reduced,completed,71,82,75,1698,,2023,14.0
female,group C,some college,free/reduced,completed,58,69,74,1699,,2023,15.0
male,group C,some high school,free/reduced,none,41,19,34,1700,,2023,14.0
male,group D,some high school,standard,completed,43,37,43,1701,,2023,14.0
male,group D,high school,standard,none,85,70,71,1702,,2023,17.0
male,group B,some high school,standard,none,71,36,69,1703,,2023,14.0
female,group A,high school,standard,none,72,70,72,1704,,2023,
male,group D,associate's degree,free/reduced,none,70,62,66,1705,,2023,14.0
female,group D,bachelor's degree,standard,none,89,100,100,1706,,2023,17.0
female,group E,high school,standard,none,92,86,100,1707,,2023,15.0
male,group E,some college,free/reduced,completed,80,79,100,1708,,2023,16.0
male,group C,some high school,standard,none,80,35,60,1709,,2023,17.0
female,group B,high school,standard,none,56,64,59,1710,,2023,17.0
male,group E,high school,free/reduced,none,93,86,73,1711,,2023,14.0
male,group C,associate's degree,free/reduced,completed,49,37,41,1712,,2023,17.0
female,group E,master's degree,standard,none,59,57,58,1713,,2023,15.0
female,group C,some high school,standard,completed,64,74,75,1714,,2023,16.0
male,group D,some high school,standard,none,73,33,59,1715,,2023,17.0
female,group B,some college,standard,completed,82,86,100,1716,,2023,16.0
male,group D,high school,free/reduced,none,48,43,41,1717,,2023,17.0
female,group A,some high school,free/reduced,completed,51,64,62,1718,,2023,14.0
female,group E,some high school,free/reduced,completed,38,46,43,1719,,2023,16.0
male,group B,some college,free/reduced,none,45,50,42,1720,,2023,14.0
female,group A,some college,standard,completed,83,92,100,1721,,2023,15.0
female,group B,some high school,standard,completed,45,57,56,1722,,2023,16.0
male,group D,high school,free/reduced,none,66,64,62,1723,,2023,17.0
male,group D,high school,free/reduced,completed,60,62,57,1724,,2023,17.0
male,group C,associate's degree,standard,none,49,47,49,1725,,2023,17.0
male,group D,bachelor's degree,standard,none,80,84,100,1726,,2023,17.0
male,group E,high school,standard,none,75,68,66,1727,,2023,17.0
male,group B,some college,free/reduced,completed,57,68,61,1728,,2023,14.0
female,group B,some high school,free/reduced,none,25,18,37,1729,,2023,16.0
male,group E,some college,free/reduced,none,90,87,100,1730,,2023,
female,group D,some college,standard,none,63,70,71,1731,,2023,17.0
male,group E,associate's degree,standard,none,100,91,100,1732,,2023,14.0
male,group C,associate's degree,free/reduced,none,76,68,66,1733,,2023,15.0
female,group B,some high school,free/reduced,none,52,29,53,1734,,2023,16.0
female,group B,master's degree,standard,completed,81,86,100,1735,,2023,16.0
male,group C,associate's degree,standard,completed,90,89,100,1736,,2023,14.0
male,group D,associate's degree,standard,none,83,82,100,1737,,2023,17.0
female,group B,high school,standard,none,61,73,69,1738,,2023,15.0
female,group E,associate's degree,standard,completed,79,69,75,1739,,1990,16.0
male,group B,some college,standard,none,52,53,51,1740,,2023,16.0
female,group B,bachelor's degree,standard,completed,62,65,67,1741,,2023,17.0
female,group D,some college,standard,none,85,90,100,1742,,2023,14.0
female,group E,high school,free/reduced,completed,74,96,100,1743,,2023,16.0
male,group C,associate's degree,free/reduced,none,83,85,78,1744,,2023,17.0
male,group C,some college,standard,none,78,72,72,1745,,2023,14.0
female,group C,high school,free/reduced,none,41,43,40,1746,,2023,17.0
female,group A,high school,standard,none,77,91,100,1747,,2023,14.0
male,group C,bachelor's degree,standard,none,95,99,100,1748,,2023,
female,group B,high school,free/reduced,none,50,68,66,1749,,2023,16.0
male,group C,some college,standard,none,74,76,70,1750,,2023,16.0
female,group D,bachelor's degree,standard,completed,74,93,100,1751,,2023,14.0
male,group E,high school,standard,none,70,62,61,1752,,2023,16.0
male,group D,associate's degree,free/reduced,none,61,59,54,1753,,2023,17.0
female,group A,master's degree,standard,completed,94,100,100,1754,,2023,16.0
female,group D,high school,standard,none,66,84,77,1755,,2023,16.0
female,group D,master's degree,standard,none,83,88,100,1756,,2023,16.0
male,group D,high school,standard,none,75,63,60,1757,,2023,16.0
male,group D,high school,free/reduced,completed,56,65,63,1758,,2023,14.0
female,group B,some college,free/reduced,none,66,88,100,1759,,2023,16.0
female,group B,high school,free/reduced,none,61,69,66,1760,,2023,15.0
male,group C,some high school,standard,completed,70,79,73,1761,,2023,15.0
male,group C,master's degree,standard,none,57,59,53,1762,,2023,14.0
female,group C,associate's degree,free/reduced,completed,78,89,100,1763,,2023,16.0
female,group C,some high school,standard,none,62,38,67,1764,,2023,17.0
male,group C,some high school,standard,completed,64,53,49,1765,,2023,15.0
female,group B,high school,free/reduced,none,55,66,65,1766,,2023,17.0
female,group D,some college,standard,none,72,83,100,1767,,2023,17.0
male,group A,some college,free/reduced,none,49,48,42,1768,,2023,
female,group D,some college,standard,none,62,60,63,1769,,2023,14.0
male,group B,some high school,free/reduced,none,76,36,68,1770,,2023,14.0
female,group C,master's degree,standard,completed,73,86,100,1771,,2023,15.0
female,group C,associate's degree,standard,completed,72,76,78,1772,,2023,
male,group C,high school,standard,none,85,85,76,1773,,2023,17.0
male,group A,some college,free/reduced,none,71,68,65,1774,,2023,14.0
female,group C,some high school,free/reduced,none,28,19,31,1775,,2023,17.0
male,group C,high school,free/reduced,none,41,42,38,1776,,2023,14.0
male,group E,associate's degree,standard,none,78,72,68,1777,,2023,15.0
male,group C,master's degree,free/reduced,none,48,52,44,1778,,2023,14.0
male,group C,associate's degree,free/reduced,none,38,51,47,1779,,2023,16.0
female,group A,bachelor's degree,standard,completed,91,100,100,1780,,2023,15.0
female,group D,bachelor's degree,standard,none,71,81,80,1781,,2023,16.0
female,group D,bachelor's degree,standard,none,84,87,100,1782,,2023,16.0
male,group E,associate's degree,free/reduced,completed,63,60,63,1783,,2023,14.0
female,group A,associate's degree,standard,completed,70,78,100,1784,,2023,14.0
male,group B,bachelor's degree,free/reduced,completed,48,52,57,1785,,2023,16.0
male,group D,some high school,standard,completed,68,72,73,1786,,2023,17.0
female,group D,some college,standard,none,84,84,100,1787,,2023,14.0
male,group D,high school,standard,none,61,62,60,1788,,2023,14.0
male,group C,some high school,free/reduced,none,62,29,62,1789,,2023,14.0
female,group C,master's degree,free/reduced,none,66,78,100,1790,,2023,17.0
female,group C,high school,standard,completed,52,65,71,1791,,2023,14.0
female,group D,some college,standard,completed,68,75,73,1792,,2023,14.0
male,group D,some college,free/reduced,completed,62,68,71,1793,,1990,15.0
male,group E,bachelor's degree,standard,completed,90,88,100,1794,,2023,16.0
female,group A,master's degree,free/reduced,none,42,50,44,1795,,2023,14.0
male,group D,associate's degree,free/reduced,completed,74,90,100,1796,,2023,15.0
male,group B,associate's degree,standard,completed,62,61,61,1797,,2023,17.0
male,group C,some college,standard,none,56,55,50,1798,,2023,14.0
male,group C,high school,free/reduced,none,64,52,54,1799,,2023,17.0
male,group D,high school,standard,completed,79,84,80,1800,,2023,15.0
female,group C,some high school,standard,none,44,32,63,1801,,2023,17.0
female,group B,some college,standard,completed,69,94,100,1802,,2023,14.0
male,group A,some college,standard,none,53,48,48,1803,,2023,14.0
male,group C,high school,standard,none,74,69,61,1804,,2023,16.0
male,group C,associate's degree,standard,none,49,55,48,1805,,2023,16.0
female,group D,associate's degree,free/reduced,none,57,71,71,1806,,2023,14.0
female,group D,master's degree,standard,none,61,72,64,1807,,2023,15.0
female,group C,master's degree,free/reduced,none,65,88,100,1808,,2023,14.0
female,group C,some college,standard,none,51,60,52,1809,,2023,16.0
female,group C,some high school,standard,none,49,25,41,1810,,2023,14.0
male,group B,master's degree,free/reduced,none,56,65,56,1811,,2023,16.0
male,group D,associate's degree,standard,none,65,62,63,1812,,2023,15.0
male,group D,some college,standard,none,70,64,62,1813,,2023,14.0
male,group D,some college,standard,none,91,95,100,1814,,2023,16.0
female,group D,high school,standard,completed,48,56,64,1815,,2023,14.0
female,group C,associate's degree,standard,completed,94,99,100,1816,,2023,16.0
male,group B,master's degree,standard,none,77,76,73,1817,,2023,17.0
female,group D,some high school,standard,none,59,39,75,1818,,2023,16.0
female,group C,some college,free/reduced,none,57,75,70,1819,,2023,14.0
female,group C,some high school,standard,none,76,41,74,1820,,2023,15.0
male,group D,high school,standard,none,65,63,64,1821,,2023,
female,group B,master's degree,standard,completed,75,75,100,1822,,2023,17.0
male,group D,master's degree,standard,none,70,66,65,1823,,2023,16.0
male,group C,high school,standard,completed,79,79,70,1824,,2023,16.0
male,group E,associate's degree,standard,completed,100,100,100,1825,,2023,15.0
female,group A,bachelor's degree,standard,completed,83,96,100,1826,,2023,16.0
female,group C,associate's degree,free/reduced,none,70,84,78,1827,,2023,16.0
male,group E,some high school,standard,completed,97,80,100,1828,,2023,14.0
female,group E,high school,free/reduced,none,33,32,35,1829,,1990,16.0
male,group B,master's degree,free/reduced,none,38,40,41,1830,,2023,17.0
male,group C,some college,standard,completed,46,51,47,1831,,2023,14.0
female,group D,some college,free/reduced,none,13,36,37,1832,,2023,15.0
male,group A,master's degree,standard,none,85,83,78,1833,,1990,16.0
female,group B,some college,standard,none,79,79,80,1834,,2023,14.0
female,group B,some high school,standard,none,76,40,79,1835,,2023,14.0
female,group C,some high school,free/reduced,completed,53,70,65,1836,,2023,
male,group A,high school,standard,completed,68,70,63,1837,,2023,17.0
male,group D,associate's degree,free/reduced,completed,67,70,70,1838,,2023,
male,group E,some college,standard,completed,100,84,100,1839,,2023,14.0
male,group C,associate's degree,free/reduced,none,54,48,45,1840,,2023,16.0
female,group E,associate's degree,free/reduced,none,72,73,70,1841,,2023,15.0
male,group A,some college,standard,completed,91,97,100,1842,,2023,15.0
male,group D,master's degree,standard,completed,87,81,100,1843,,2023,17.0
female,group D,associate's degree,free/reduced,none,66,75,74,1844,,1990,15.0
male,group C,some high school,standard,none,65,33,64,1845,,2023,16.0
female,group E,associate's degree,free/reduced,completed,41,56,53,1846,,2023,16.0
female,group C,associate's degree,standard,none,67,69,65,1847,,2023,17.0
male,group E,high school,standard,none,94,89,100,1848,,2023,14.0
female,group B,bachelor's degree,free/reduced,completed,57,70,68,1849,,2023,14.0
male,group A,high school,standard,none,89,83,80,1850,,2023,15.0
male,group A,associate's degree,standard,completed,77,73,80,1851,,2023,15.0
male,group C,some high school,standard,none,57,30,50,1852,,2023,14.0
male,group D,some college,standard,completed,72,72,72,1853,,2023,
male,group D,bachelor's degree,standard,completed,98,94,100,1854,,2023,14.0
female,group D,master's degree,standard,none,87,97,100,1855,,2023,15.0
male,group C,some high school,free/reduced,none,61,28,55,1856,,2023,14.0
female,group C,master's degree,standard,none,85,100,100,1857,,2023,14.0
female,group D,some high school,standard,none,81,42,100,1858,,1990,
female,group D,high school,standard,completed,74,84,79,1859,,2023,14.0
male,group C,bachelor's degree,standard,none,98,92,100,1860,,2023,16.0
female,group D,some college,standard,none,86,84,100,1861,,2023,14.0
male,group C,bachelor's degree,standard,completed,85,81,100,1862,,2023,16.0
male,group C,some college,standard,none,68,71,63,1863,,2023,14.0
female,group E,high school,free/reduced,completed,66,78,77,1864,,2023,15.0
male,group B,some high school,free/reduced,completed,75,74,71,1865,,2023,17.0
male,group C,bachelor's degree,standard,none,79,57,58,1866,,2023,15.0
female,group B,bachelor's degree,free/reduced,none,59,85,100,1867,,1990,
male,group B,master's degree,free/reduced,none,60,62,58,1868,,2023,17.0
male,group D,high school,standard,none,69,60,54,1869,,2023,16.0
female,group B,high school,free/reduced,none,49,54,58,1870,,2023,15.0
male,group D,some college,standard,none,62,44,52,1871,,2023,17.0
female,group E,high school,free/reduced,completed,70,84,100,1872,,2023,15.0
male,group D,bachelor's degree,standard,none,71,57,60,1873,,2023,17.0
male,group C,bachelor's degree,standard,none,71,69,65,1874,,2023,17.0
female,group C,some high school,free/reduced,none,50,29,54,1875,,2023,14.0
female,group B,high school,standard,none,52,55,57,1876,,2023,17.0
male,group E,some college,free/reduced,completed,75,65,66,1877,,1990,14.0
female,group C,bachelor's degree,standard,none,51,64,63,1878,,2023,17.0
male,group C,some high school,standard,none,64,24,50,1879,,2023,14.0
female,group A,some college,free/reduced,completed,65,76,72,1880,,2023,14.0
male,group B,master's degree,standard,none,99,81,100,1881,,2023,15.0
female,group B,associate's degree,standard,none,60,62,58,1882,,2023,14.0
female,group B,some college,standard,none,70,78,80,1883,,2023,16.0
male,group A,some college,standard,completed,77,76,77,1884,,2023,16.0
male,group B,high school,free/reduced,none,37,28,23,1885,,2023,16.0
male,group E,associate's degree,free/reduced,none,73,73,61,1886,,2023,16.0
female,group B,associate's degree,free/reduced,completed,53,74,75,1887,,2023,14.0
female,group B,associate's degree,standard,none,67,58,62,1888,,2023,17.0
female,group B,some college,free/reduced,none,67,79,80,1889,,2023,16.0
male,group B,high school,free/reduced,none,51,57,50,1890,,2023,15.0
male,group D,high school,standard,completed,64,71,70,1891,,2023,14.0
male,group E,some college,free/reduced,none,55,42,43,1892,,2023,17.0
male,group D,associate's degree,free/reduced,completed,55,39,51,1893,,2023,17.0
male,group E,associate's degree,standard,none,86,77,78,1894,,1990,
female,group B,master's degree,standard,none,71,88,100,1895,,2023,15.0
male,group C,high school,free/reduced,none,71,63,64,1896,,2023,15.0
female,group C,some high school,free/reduced,none,51,33,69,1897,,2023,14.0
female,group E,some college,standard,completed,75,76,100,1898,,2023,17.0
male,group C,some high school,free/reduced,none,45,15,27,1899,,2023,14.0
male,group B,some high school,standard,none,59,27,48,1900,,2023,15.0
female,group E,high school,free/reduced,none,64,69,68,1901,,2023,14.0
male,group A,some college,standard,completed,78,69,73,1902,,2023,17.0
male,group D,high school,free/reduced,none,59,61,58,1903,,2023,16.0
male,group E,bachelor's degree,free/reduced,none,80,70,71,1904,,2023,17.0
male,group B,associate's degree,standard,completed,68,82,77,1905,,2023,16.0
female,group B,associate's degree,standard,none,77,81,79,1906,,2023,15.0
male,group C,high school,standard,none,66,67,64,1907,,2023,17.0
female,group C,some college,free/reduced,completed,26,44,46,1908,,2023,16.0
male,group D,some college,standard,completed,80,66,69,1909,,2023,14.0
female,group D,some high school,free/reduced,none,48,31,61,1910,,2023,14.0
female,group A,associate's degree,standard,none,52,64,55,1911,,2023,14.0
female,group D,master's degree,free/reduced,none,54,64,64,1912,,2023,14.0
female,group C,some college,standard,completed,59,68,67,1913,,1990,15.0
male,group D,high school,standard,none,77,62,65,1914,,2023,17.0
female,group B,some college,free/reduced,none,64,70,69,1915,,2023,17.0
male,group D,high school,standard,none,83,72,68,1916,,2023,16.0
male,group E,high school,free/reduced,none,70,73,69,1917,,2023,16.0
male,group C,some high school,standard,none,72,34,67,1918,,2023,14.0
female,group B,associate's degree,standard,none,83,78,79,1919,,2023,16.0
female,group B,associate's degree,standard,none,52,58,57,1920,,2023,17.0
female,group C,some college,free/reduced,completed,53,73,74,1921,,2023,15.0
male,group D,some college,standard,none,55,55,55,1922,,2023,14.0
male,group C,associate's degree,standard,none,65,63,61,1923,,2023,17.0
female,group E,some high school,standard,none,60,33,64,1924,,2023,17.0
male,group E,high school,free/reduced,completed,64,62,59,1925,,2023,17.0
male,group C,associate's degree,standard,none,71,72,69,1926,,2023,16.0
male,group C,bachelor's degree,free/reduced,completed,61,71,65,1927,,2023,17.0
male,group D,associate's degree,standard,none,61,55,58,1928,,2023,14.0
female,group C,master's degree,standard,none,65,74,79,1929,,2023,
female,group D,some high school,standard,completed,71,83,100,1930,,2023,16.0
male,group E,associate's degree,free/reduced,none,48,49,44,1931,,2023,15.0
male,group E,high school,free/reduced,completed,75,80,75,1932,,2023,16.0
male,group D,associate's degree,free/reduced,none,54,66,65,1933,,2023,15.0
female,group C,master's degree,standard,none,70,64,65,1934,,2023,
male,group D,some high school,standard,none,91,38,72,1935,,2023,15.0
female,group D,some high school,standard,completed,33,44,50,1936,,2023,
female,group B,high school,standard,none,45,50,41,1937,,2023,15.0
male,group A,high school,free/reduced,none,45,33,32,1938,,2023,15.0
male,group D,bachelor's degree,free/reduced,none,62,61,57,1939,,2023,17.0
male,group E,associate's degree,free/reduced,completed,92,79,77,1940,,2023,15.0
female,group D,some college,standard,none,74,75,79,1941,,2023,14.0
female,group C,high school,standard,completed,81,79,100,1942,,2023,15.0
male,group C,associate's degree,free/reduced,none,76,71,66,1943,,2023,14.0
female,group C,associate's degree,standard,completed,57,72,73,1944,,2023,15.0
male,group A,some college,free/reduced,none,63,61,55,1945,,2023,15.0
female,group D,high school,standard,completed,57,62,73,1946,,2023,14.0
female,group B,some college,standard,completed,46,65,64,1947,,2023,14.0
male,group E,some high school,free/reduced,completed,49,50,45,1948,,2023,15.0
female,group D,some high school,standard,none,54,30,65,1949,,2023,14.0
male,group C,some high school,standard,completed,89,87,100,1950,,2023,14.0
male,group D,bachelor's degree,standard,completed,77,70,78,1951,,2023,14.0
female,group C,bachelor's degree,standard,none,46,63,60,1952,,2023,15.0
male,group B,associate's degree,standard,completed,66,59,70,1953,,1990,16.0
female,group C,high school,standard,none,48,63,53,1954,,2023,16.0
male,group D,associate's degree,standard,completed,83,76,100,1955,,2023,16.0
male,group C,high school,standard,completed,69,75,74,1956,,2023,16.0
male,group E,bachelor's degree,free/reduced,none,73,52,54,1957,,2023,16.0
female,group D,some college,standard,none,43,59,59,1958,,2023,15.0
male,group D,master's degree,standard,completed,91,84,100,1959,,1990,14.0
male,group C,associate's degree,standard,completed,49,58,55,1960,,2023,16.0
male,group B,master's degree,standard,none,87,86,100,1961,,2023,16.0
male,group B,some high school,standard,completed,46,46,44,1962,,2023,15.0
female,group D,some high school,standard,completed,63,61,71,1963,,2023,16.0
male,group E,bachelor's degree,standard,none,100,83,100,1964,,2023,14.0
female,group E,bachelor's degree,standard,none,86,87,100,1965,,2023,17.0
female,group A,some high school,free/reduced,completed,55,73,70,1966,,1990,17.0
female,group E,master's degree,free/reduced,none,84,100,100,1967,,2023,17.0
female,group B,some high school,free/reduced,none,39,25,48,1968,,2023,17.0
male,group B,high school,standard,none,67,57,52,1969,,2023,15.0
female,group D,some high school,standard,completed,85,100,100,1970,,1990,14.0
male,group C,some high school,standard,none,64,25,44,1971,,2023,14.0
female,group E,associate's degree,standard,none,81,77,74,1972,,2023,15.0
male,group C,associate's degree,standard,none,78,71,67,1973,,2023,17.0
female,group B,some high school,standard,none,59,29,58,1974,,2023,16.0
male,group C,associate's degree,standard,none,74,76,70,1975,,2023,17.0
female,group B,some college,free/reduced,completed,31,29,35,1976,,2023,17.0
female,group C,some high school,free/reduced,completed,54,55,65,1977,,1990,14.0
male,group C,high school,free/reduced,none,51,51,45,1978,,2023,16.0
female,group B,bachelor's degree,free/reduced,completed,57,65,68,1979,,2023,16.0
female,group C,some high school,free/reduced,none,39,25,49,1980,,2023,17.0
male,group C,some college,standard,none,64,48,48,1981,,2023,17.0
male,group C,master's degree,free/reduced,completed,69,79,72,1982,,2023,15.0
male,group A,some high school,standard,none,58,25,47,1983,,2023,17.0
female,group D,high school,standard,none,63,71,75,1984,,2023,17.0
male,group E,associate's degree,standard,none,74,73,67,1985,,2023,14.0
male,group E,some college,free/reduced,none,78,84,77,1986,,2023,
male,group A,some college,standard,completed,78,78,74,1987,,2023,15.0
female,group B,some college,standard,none,75,76,100,1988,,2023,14.0
male,group D,some college,standard,completed,70,60,65,1989,,2023,14.0
male,group D,some college,standard,none,67,55,53,1990,,2023,16.0
female,group C,associate's degree,standard,none,87,93,100,1991,,2023,17.0
male,group C,some college,standard,none,69,63,66,1992,,2023,15.0
female,group A,associate's degree,standard,none,58,54,58,1993,,2023,15.0
male,group E,high school,free/reduced,completed,86,82,75,1994,,2023,16.0
male,group C,high school,standard,none,73,70,65,1995,,1990,15.0
male,group D,associate's degree,free/reduced,completed,85,91,100,1996,,2023,14.0
female,group C,some high school,free/reduced,none,32,17,41,1997,,2023,17.0
female,group C,some college,standard,none,73,74,100,1998,,2023,17.0
male,group A,some college,standard,completed,65,60,62,1999,,2023,15.0
male,group A,high school,standard,completed,67,67,63,1000,,2023,14.0
female,group D,some high school,free/reduced,none,40,29,55,1001,,2023,17.0
male,group E,some college,free/reduced,none,59,60,50,1002,,2023,14.0
male,group B,high school,standard,none,77,78,68,1003,,2023,17.0
male,group E,associate's degree,standard,completed,78,73,68,1004,,2023,16.0
female,group D,high school,standard,none,63,77,76,1005,,2023,16.0
female,group A,bachelor's degree,standard,none,62,59,63,1006,,2023,14.0
male,group E,some college,standard,completed,93,88,100,1007,,2023,17.0
male,group D,high school,standard,none,63,56,65,1008,,2023,15.0
male,group C,some college,free/reduced,none,47,42,45,1009,,2023,16.0
